歌曲id,曲名,分类,难度标签,定数,类别
759,サドマミホリック,东方Project,12,12.5,SD
759,サドマミホリック,东方Project,13,13.3,SD
760,Ragnarok,舞萌,7,7.0,SD
760,Ragnarok,舞萌,9,9.3,SD
760,Ragnarok,舞萌,12+,12.7,SD
760,Ragnarok,舞萌,14,14.1,SD
762,このピアノでお前を8759632145回ぶん殴る,niconico & VOCALOID,4,4.0,SD
762,このピアノでお前を8759632145回ぶん殴る,niconico & VOCALOID,8,8.3,SD
762,このピアノでお前を8759632145回ぶん殴る,niconico & VOCALOID,11,11.2,SD
762,このピアノでお前を8759632145回ぶん殴る,niconico & VOCALOID,13,13.4,SD
763,はやくそれになりたい！,niconico & VOCALOID,6,6.0,SD
763,はやくそれになりたい！,niconico & VOCALOID,8,8.0,SD
763,はやくそれになりたい！,niconico & VOCALOID,10+,10.8,SD
763,はやくそれになりたい！,niconico & VOCALOID,11+,11.9,SD
763,はやくそれになりたい！,niconico & VOCALOID,13,13.2,SD
764,フィクサー,niconico & VOCALOID,4,4.0,SD
764,フィクサー,niconico & VOCALOID,7+,7.6,SD
764,フィクサー,niconico & VOCALOID,10,10.3,SD
764,フィクサー,niconico & VOCALOID,13,13.3,SD
765,みんなの,东方Project,5,5.0,SD
765,みんなの,东方Project,7+,7.6,SD
765,みんなの,东方Project,10,10.0,SD
765,みんなの,东方Project,12,12.5,SD
766,アマノジャクリバース feat. ｙｔｒ,东方Project,5,5.0,SD
766,アマノジャクリバース feat. ｙｔｒ,东方Project,8,8.0,SD
766,アマノジャクリバース feat. ｙｔｒ,东方Project,11,11.4,SD
766,アマノジャクリバース feat. ｙｔｒ,东方Project,13+,13.9,SD
767,進捗どうですか？,东方Project,6,6.0,SD
767,進捗どうですか？,东方Project,8+,8.6,SD
767,進捗どうですか？,东方Project,11,11.0,SD
767,進捗どうですか？,东方Project,13+,13.6,SD
768,"Help me, あーりん！",音击&中二节奏,5,5.0,SD
768,"Help me, あーりん！",音击&中二节奏,7+,7.8,SD
768,"Help me, あーりん！",音击&中二节奏,10+,10.7,SD
768,"Help me, あーりん！",音击&中二节奏,12+,12.6,SD
769,なるとなぎのパーフェクトロックンロール教室,音击&中二节奏,6,6.0,SD
769,なるとなぎのパーフェクトロックンロール教室,音击&中二节奏,7+,7.8,SD
769,なるとなぎのパーフェクトロックンロール教室,音击&中二节奏,11,11.1,SD
769,なるとなぎのパーフェクトロックンロール教室,音击&中二节奏,13+,13.7,SD
770,あねぺったん,音击&中二节奏,5,5.0,SD
770,あねぺったん,音击&中二节奏,8,8.2,SD
770,あねぺったん,音击&中二节奏,10+,10.8,SD
770,あねぺったん,音击&中二节奏,13,13.3,SD
771,We Gonna Journey,音击&中二节奏,7,7.0,SD
771,We Gonna Journey,音击&中二节奏,9,9.1,SD
771,We Gonna Journey,音击&中二节奏,12+,12.7,SD
771,We Gonna Journey,音击&中二节奏,13+,13.9,SD
772,FREEDOM DiVE (tpz Overcute Remix),其他游戏,7,7.0,SD
772,FREEDOM DiVE (tpz Overcute Remix),其他游戏,9,9.5,SD
772,FREEDOM DiVE (tpz Overcute Remix),其他游戏,12+,12.8,SD
772,FREEDOM DiVE (tpz Overcute Remix),其他游戏,14,14.1,SD
773,SILENT BLUE,舞萌,6,6.0,SD
773,SILENT BLUE,舞萌,8+,8.8,SD
773,SILENT BLUE,舞萌,12+,12.8,SD
773,SILENT BLUE,舞萌,14+,14.8,SD
775,ジンギスカン,流行&动漫,4,4.0,SD
775,ジンギスカン,流行&动漫,7+,7.6,SD
775,ジンギスカン,流行&动漫,10,10.5,SD
775,ジンギスカン,流行&动漫,13,13.3,SD
776,にじよめちゃん体操第一億,流行&动漫,4,4.0,SD
776,にじよめちゃん体操第一億,流行&动漫,7,7.0,SD
776,にじよめちゃん体操第一億,流行&动漫,9,9.4,SD
776,にじよめちゃん体操第一億,流行&动漫,13+,13.8,SD
777,花と、雪と、ドラムンベース。,舞萌,6,6.0,SD
777,花と、雪と、ドラムンベース。,舞萌,8+,8.8,SD
777,花と、雪と、ドラムンベース。,舞萌,12+,12.7,SD
777,花と、雪と、ドラムンベース。,舞萌,14,14.3,SD
777,花と、雪と、ドラムンベース。,舞萌,13+,13.8,SD
778,Conquista Ciela,其他游戏,4,4.0,SD
778,Conquista Ciela,其他游戏,7+,7.6,SD
778,Conquista Ciela,其他游戏,9+,9.8,SD
778,Conquista Ciela,其他游戏,12+,12.7,SD
779,怒槌,音击&中二节奏,7,7.0,SD
779,怒槌,音击&中二节奏,9+,9.6,SD
779,怒槌,音击&中二节奏,13,13.3,SD
779,怒槌,音击&中二节奏,14+,14.8,SD
781,Seyana. ～何でも言うことを聞いてくれるアカネチャン～,niconico & VOCALOID,4,4.0,SD
781,Seyana. ～何でも言うことを聞いてくれるアカネチャン～,niconico & VOCALOID,7+,7.6,SD
781,Seyana. ～何でも言うことを聞いてくれるアカネチャン～,niconico & VOCALOID,10+,10.7,SD
781,Seyana. ～何でも言うことを聞いてくれるアカネチャン～,niconico & VOCALOID,13,13.3,SD
782,おねがいダーリン,niconico & VOCALOID,5,5.0,SD
782,おねがいダーリン,niconico & VOCALOID,7,7.5,SD
782,おねがいダーリン,niconico & VOCALOID,11,11.3,SD
782,おねがいダーリン,niconico & VOCALOID,12+,12.8,SD
786,My First Phone,音击&中二节奏,6,6.0,SD
786,My First Phone,音击&中二节奏,8+,8.6,SD
786,My First Phone,音击&中二节奏,12+,12.7,SD
786,My First Phone,音击&中二节奏,13+,13.8,SD
789,ネ！コ！,流行&动漫,5,5.0,SD
789,ネ！コ！,流行&动漫,7+,7.8,SD
789,ネ！コ！,流行&动漫,10+,10.6,SD
789,ネ！コ！,流行&动漫,13,13.0,SD
791,ロールプレイングゲーム,niconico & VOCALOID,5,5.0,SD
791,ロールプレイングゲーム,niconico & VOCALOID,7+,7.6,SD
791,ロールプレイングゲーム,niconico & VOCALOID,10,10.5,SD
791,ロールプレイングゲーム,niconico & VOCALOID,12+,12.6,SD
792,ヒバナ,niconico & VOCALOID,5,5.0,SD
792,ヒバナ,niconico & VOCALOID,8,8.2,SD
792,ヒバナ,niconico & VOCALOID,11,11.1,SD
792,ヒバナ,niconico & VOCALOID,12,12.0,SD
792,ヒバナ,niconico & VOCALOID,13,13.2,SD
793,ロキ,niconico & VOCALOID,4,4.0,SD
793,ロキ,niconico & VOCALOID,8,8.0,SD
793,ロキ,niconico & VOCALOID,10+,10.9,SD
793,ロキ,niconico & VOCALOID,11+,11.8,SD
793,ロキ,niconico & VOCALOID,13,13.3,SD
794,Money Money,东方Project,4,4.0,SD
794,Money Money,东方Project,7,7.3,SD
794,Money Money,东方Project,10+,10.8,SD
794,Money Money,东方Project,13,13.2,SD
796,極圏,其他游戏,6,6.0,SD
796,極圏,其他游戏,9,9.5,SD
796,極圏,其他游戏,12+,12.9,SD
796,極圏,其他游戏,14,14.4,SD
797,Scarlet Lance,其他游戏,6,6.0,SD
797,Scarlet Lance,其他游戏,9,9.3,SD
797,Scarlet Lance,其他游戏,12+,12.9,SD
797,Scarlet Lance,其他游戏,14,14.2,SD
798,セイクリッド　ルイン,其他游戏,7,7.0,SD
798,セイクリッド　ルイン,其他游戏,9+,9.6,SD
798,セイクリッド　ルイン,其他游戏,12+,12.6,SD
798,セイクリッド　ルイン,其他游戏,13+,13.9,SD
799,QZKago Requiem,舞萌,7,7.0,SD
799,QZKago Requiem,舞萌,10+,10.7,SD
799,QZKago Requiem,舞萌,13,13.0,SD
799,QZKago Requiem,舞萌,14+,14.8,SD
799,QZKago Requiem,舞萌,14+,14.9,SD
800,EVERGREEN,其他游戏,4,4.0,SD
800,EVERGREEN,其他游戏,7+,7.8,SD
800,EVERGREEN,其他游戏,11+,11.9,SD
800,EVERGREEN,其他游戏,13,13.5,SD
802,不思議の国のクリスマス,东方Project,4,4.0,SD
802,不思議の国のクリスマス,东方Project,6,6.6,SD
802,不思議の国のクリスマス,东方Project,9+,9.8,SD
802,不思議の国のクリスマス,东方Project,13,13.3,SD
803,Schwarzschild,舞萌,7,7.0,SD
803,Schwarzschild,舞萌,9+,9.7,SD
803,Schwarzschild,舞萌,12+,12.9,SD
803,Schwarzschild,舞萌,14,14.3,SD
803,Schwarzschild,舞萌,14+,14.9,SD
806,ナイトメア☆パーティーナイト,niconico & VOCALOID,5,5.0,SD
806,ナイトメア☆パーティーナイト,niconico & VOCALOID,8,8.3,SD
806,ナイトメア☆パーティーナイト,niconico & VOCALOID,11,11.0,SD
806,ナイトメア☆パーティーナイト,niconico & VOCALOID,11+,11.9,SD
806,ナイトメア☆パーティーナイト,niconico & VOCALOID,12+,12.8,SD
809,結ンデ開イテ羅刹ト骸,niconico & VOCALOID,5,5.0,SD
809,結ンデ開イテ羅刹ト骸,niconico & VOCALOID,7+,7.8,SD
809,結ンデ開イテ羅刹ト骸,niconico & VOCALOID,11,11.1,SD
809,結ンデ開イテ羅刹ト骸,niconico & VOCALOID,12,12.0,SD
809,結ンデ開イテ羅刹ト骸,niconico & VOCALOID,13,13.3,SD
812,Alea jacta est!,舞萌,7,7.0,SD
812,Alea jacta est!,舞萌,9+,9.6,SD
812,Alea jacta est!,舞萌,12+,12.9,SD
812,Alea jacta est!,舞萌,14,14.4,SD
812,Alea jacta est!,舞萌,14+,14.8,SD
815,L4TS:2018 (feat. あひる & KTA),其他游戏,4,4.0,SD
815,L4TS:2018 (feat. あひる & KTA),其他游戏,7+,7.8,SD
815,L4TS:2018 (feat. あひる & KTA),其他游戏,11+,11.9,SD
815,L4TS:2018 (feat. あひる & KTA),其他游戏,13,13.3,SD
816,クレイジークレイジーダンサーズ,东方Project,5,5.0,SD
816,クレイジークレイジーダンサーズ,东方Project,8,8.3,SD
816,クレイジークレイジーダンサーズ,东方Project,10+,10.8,SD
816,クレイジークレイジーダンサーズ,东方Project,11+,11.7,SD
816,クレイジークレイジーダンサーズ,东方Project,13,13.3,SD
817,【東方ニコカラ】秘神マターラ feat.魂音泉【IOSYS】,东方Project,5,5.0,SD
817,【東方ニコカラ】秘神マターラ feat.魂音泉【IOSYS】,东方Project,8,8.3,SD
817,【東方ニコカラ】秘神マターラ feat.魂音泉【IOSYS】,东方Project,11+,11.8,SD
817,【東方ニコカラ】秘神マターラ feat.魂音泉【IOSYS】,东方Project,13,13.4,SD
818,隠然,东方Project,6,6.0,SD
818,隠然,东方Project,8+,8.6,SD
818,隠然,东方Project,11,11.5,SD
818,隠然,东方Project,12,12.5,SD
818,隠然,东方Project,13,13.4,SD
819,White Traveling Girl,东方Project,4,4.0,SD
819,White Traveling Girl,东方Project,7+,7.6,SD
819,White Traveling Girl,东方Project,10+,10.7,SD
819,White Traveling Girl,东方Project,13,13.4,SD
820,FFT,舞萌,7,7.0,SD
820,FFT,舞萌,9,9.5,SD
820,FFT,舞萌,12+,12.7,SD
820,FFT,舞萌,14,14.0,SD
820,FFT,舞萌,14,14.5,SD
821,-OutsideR:RequieM-,音击&中二节奏,4,4.0,SD
821,-OutsideR:RequieM-,音击&中二节奏,7+,7.8,SD
821,-OutsideR:RequieM-,音击&中二节奏,11,11.4,SD
821,-OutsideR:RequieM-,音击&中二节奏,13+,13.6,SD
822,イロトリドリのメロディ,音击&中二节奏,3,3.0,SD
822,イロトリドリのメロディ,音击&中二节奏,7,7.3,SD
822,イロトリドリのメロディ,音击&中二节奏,10+,10.9,SD
822,イロトリドリのメロディ,音击&中二节奏,12+,12.7,SD
823,奏者はただ背中と提琴で語るのみ,音击&中二节奏,7,7.0,SD
823,奏者はただ背中と提琴で語るのみ,音击&中二节奏,9,9.2,SD
823,奏者はただ背中と提琴で語るのみ,音击&中二节奏,12,12.3,SD
823,奏者はただ背中と提琴で語るのみ,音击&中二节奏,13+,13.8,SD
825,雷切-RAIKIRI-,舞萌,7,7.0,SD
825,雷切-RAIKIRI-,舞萌,9,9.3,SD
825,雷切-RAIKIRI-,舞萌,12+,12.8,SD
825,雷切-RAIKIRI-,舞萌,14+,14.6,SD
825,雷切-RAIKIRI-,舞萌,14+,14.8,SD
829,敗北の少年,niconico & VOCALOID,5,5.0,SD
829,敗北の少年,niconico & VOCALOID,8+,8.6,SD
829,敗北の少年,niconico & VOCALOID,11+,11.8,SD
829,敗北の少年,niconico & VOCALOID,13,13.4,SD
830,立ち入り禁止,niconico & VOCALOID,4,4.0,SD
830,立ち入り禁止,niconico & VOCALOID,7+,7.6,SD
830,立ち入り禁止,niconico & VOCALOID,11+,11.7,SD
830,立ち入り禁止,niconico & VOCALOID,12,12.1,SD
830,立ち入り禁止,niconico & VOCALOID,13+,13.8,SD
832,命ばっかり,niconico & VOCALOID,4,4.0,SD
832,命ばっかり,niconico & VOCALOID,7+,7.6,SD
832,命ばっかり,niconico & VOCALOID,10,10.0,SD
832,命ばっかり,niconico & VOCALOID,12+,12.7,SD
833,the EmpErroR,舞萌,5,5.0,SD
833,the EmpErroR,舞萌,10+,10.6,SD
833,the EmpErroR,舞萌,13,13.4,SD
833,the EmpErroR,舞萌,14+,14.8,SD
833,the EmpErroR,舞萌,14+,14.9,SD
834,PANDORA PARADOXXX,舞萌,7+,7.7,SD
834,PANDORA PARADOXXX,舞萌,11,11.5,SD
834,PANDORA PARADOXXX,舞萌,13+,13.9,SD
834,PANDORA PARADOXXX,舞萌,14+,14.9,SD
834,PANDORA PARADOXXX,舞萌,15,15.0,SD
835,Believe the Rainbow,舞萌,4,4.0,SD
835,Believe the Rainbow,舞萌,8+,8.6,SD
835,Believe the Rainbow,舞萌,10,10.2,SD
835,Believe the Rainbow,舞萌,13,13.4,SD
836,"Good Bye, Mr. Jack",其他游戏,4,4.0,SD
836,"Good Bye, Mr. Jack",其他游戏,9,9.0,SD
836,"Good Bye, Mr. Jack",其他游戏,12+,12.9,SD
836,"Good Bye, Mr. Jack",其他游戏,13+,13.9,SD
837,Altale,其他游戏,4,4.0,SD
837,Altale,其他游戏,8,8.5,SD
837,Altale,其他游戏,12,12.4,SD
837,Altale,其他游戏,13+,13.7,SD
838,最終鬼畜妹フランドール・S,东方Project,4,4.0,SD
838,最終鬼畜妹フランドール・S,东方Project,7+,7.8,SD
838,最終鬼畜妹フランドール・S,东方Project,11,11.5,SD
838,最終鬼畜妹フランドール・S,东方Project,12,12.1,SD
838,最終鬼畜妹フランドール・S,东方Project,13+,13.7,SD
839,ネクロファンタジア～Arr.Demetori,东方Project,4,4.0,SD
839,ネクロファンタジア～Arr.Demetori,东方Project,8,8.3,SD
839,ネクロファンタジア～Arr.Demetori,东方Project,11+,11.8,SD
839,ネクロファンタジア～Arr.Demetori,东方Project,13+,13.8,SD
840,Imperishable Night 2006 (2016 Refine),东方Project,5,5.0,SD
840,Imperishable Night 2006 (2016 Refine),东方Project,8+,8.6,SD
840,Imperishable Night 2006 (2016 Refine),东方Project,12,12.3,SD
840,Imperishable Night 2006 (2016 Refine),东方Project,13+,13.8,SD
841,終点,niconico & VOCALOID,4,4.0,SD
841,終点,niconico & VOCALOID,8,8.5,SD
841,終点,niconico & VOCALOID,12,12.4,SD
841,終点,niconico & VOCALOID,13+,13.7,SD
842,WORLD'S END UMBRELLA,niconico & VOCALOID,4,4.0,SD
842,WORLD'S END UMBRELLA,niconico & VOCALOID,8,8.3,SD
842,WORLD'S END UMBRELLA,niconico & VOCALOID,10,10.3,SD
842,WORLD'S END UMBRELLA,niconico & VOCALOID,12,12.5,SD
844,End Time,其他游戏,5,5.0,SD
844,End Time,其他游戏,9,9.3,SD
844,End Time,其他游戏,12+,12.8,SD
844,End Time,其他游戏,14+,14.7,SD
848,魔法少女になるしかねぇ,其他游戏,5,5.0,SD
848,魔法少女になるしかねぇ,其他游戏,8+,8.8,SD
848,魔法少女になるしかねぇ,其他游戏,12,12.4,SD
848,魔法少女になるしかねぇ,其他游戏,14,14.0,SD
849,Kattobi KEIKYU Rider,音击&中二节奏,7,7.0,SD
849,Kattobi KEIKYU Rider,音击&中二节奏,9,9.3,SD
849,Kattobi KEIKYU Rider,音击&中二节奏,13,13.2,SD
849,Kattobi KEIKYU Rider,音击&中二节奏,13+,13.7,SD
850,B.M.S.,其他游戏,6,6.0,SD
850,B.M.S.,其他游戏,8+,8.8,SD
850,B.M.S.,其他游戏,12+,12.6,SD
850,B.M.S.,其他游戏,14,14.2,SD
852,TiamaT:F minor,音击&中二节奏,7,7.0,SD
852,TiamaT:F minor,音击&中二节奏,10,10.3,SD
852,TiamaT:F minor,音击&中二节奏,13,13.1,SD
852,TiamaT:F minor,音击&中二节奏,14+,14.6,SD
853,前前前世,流行&动漫,4,4.0,SD
853,前前前世,流行&动漫,7,7.0,SD
853,前前前世,流行&动漫,9,9.0,SD
853,前前前世,流行&动漫,12+,12.9,SD
1020,Technicians High,舞萌,4,4.0,SD
1020,Technicians High,舞萌,7+,7.8,SD
1020,Technicians High,舞萌,11,11.0,SD
1020,Technicians High,舞萌,13+,13.8,SD
1051,Destr0yer,其他游戏,4,4.0,SD
1051,Destr0yer,其他游戏,8,8.0,SD
1051,Destr0yer,其他游戏,12,12.0,SD
1051,Destr0yer,其他游戏,14,14.2,SD
1081,サンバランド,其他游戏,4,4.0,SD
1081,サンバランド,其他游戏,7,7.0,SD
1081,サンバランド,其他游戏,11,11.0,SD
1081,サンバランド,其他游戏,13,13.2,SD
1085,Halcyon,其他游戏,6,6.0,SD
1085,Halcyon,其他游戏,8+,8.8,SD
1085,Halcyon,其他游戏,12,12.5,SD
1085,Halcyon,其他游戏,14,14.3,SD
1103,渦状銀河のシンフォニエッタ,舞萌,5,5.0,SD
1103,渦状銀河のシンフォニエッタ,舞萌,9,9.0,SD
1103,渦状銀河のシンフォニエッタ,舞萌,12+,12.7,SD
1103,渦状銀河のシンフォニエッタ,舞萌,14,14.3,SD
1235,VIIIbit Explorer,舞萌,6,6.0,SD
1235,VIIIbit Explorer,舞萌,8,8.2,SD
1235,VIIIbit Explorer,舞萌,12+,12.9,SD
1235,VIIIbit Explorer,舞萌,14,14.5,SD
1301,華の集落、秋のお届け,舞萌,5,5.0,SD
1301,華の集落、秋のお届け,舞萌,8,8.0,SD
1301,華の集落、秋のお届け,舞萌,12,12.5,SD
1301,華の集落、秋のお届け,舞萌,13+,13.9,SD
10044,ハッピーシンセサイザ,niconico & VOCALOID,3,3.0,DX
10044,ハッピーシンセサイザ,niconico & VOCALOID,6,6.0,DX
10044,ハッピーシンセサイザ,niconico & VOCALOID,9,9.5,DX
10044,ハッピーシンセサイザ,niconico & VOCALOID,12+,12.8,DX
10070,ジングルベル,舞萌,5,5.0,DX
10070,ジングルベル,舞萌,7+,7.8,DX
10070,ジングルベル,舞萌,10+,10.8,DX
10070,ジングルベル,舞萌,14+,14.6,DX
10117,炎歌 -ほむらうた-,舞萌,2,2.0,DX
10117,炎歌 -ほむらうた-,舞萌,5,5.8,DX
10117,炎歌 -ほむらうた-,舞萌,9+,9.8,DX
10117,炎歌 -ほむらうた-,舞萌,13,13.0,DX
10128,御旗のもとに,其他游戏,3,3.0,DX
10128,御旗のもとに,其他游戏,6,6.8,DX
10128,御旗のもとに,其他游戏,10+,10.7,DX
10128,御旗のもとに,其他游戏,13,13.0,DX
10145,Starlight Disco,舞萌,4,4.0,DX
10145,Starlight Disco,舞萌,7,7.5,DX
10145,Starlight Disco,舞萌,11+,11.9,DX
10145,Starlight Disco,舞萌,13,13.1,DX
10146,39,niconico & VOCALOID,3,3.0,DX
10146,39,niconico & VOCALOID,7,7.2,DX
10146,39,niconico & VOCALOID,9,9.3,DX
10146,39,niconico & VOCALOID,12+,12.8,DX
10185,＊ハロー、プラネット。,niconico & VOCALOID,2,2.0,DX
10185,＊ハロー、プラネット。,niconico & VOCALOID,7,7.0,DX
10185,＊ハロー、プラネット。,niconico & VOCALOID,9,9.0,DX
10185,＊ハロー、プラネット。,niconico & VOCALOID,12+,12.8,DX
10188,天ノ弱,niconico & VOCALOID,3,3.0,DX
10188,天ノ弱,niconico & VOCALOID,7,7.2,DX
10188,天ノ弱,niconico & VOCALOID,10,10.0,DX
10188,天ノ弱,niconico & VOCALOID,12+,12.8,DX
10190,モザイクロール,niconico & VOCALOID,3,3.0,DX
10190,モザイクロール,niconico & VOCALOID,6,6.5,DX
10190,モザイクロール,niconico & VOCALOID,10,10.2,DX
10190,モザイクロール,niconico & VOCALOID,13,13.1,DX
10191,脳漿炸裂ガール,niconico & VOCALOID,4,4.0,DX
10191,脳漿炸裂ガール,niconico & VOCALOID,6,6.0,DX
10191,脳漿炸裂ガール,niconico & VOCALOID,11,11.3,DX
10191,脳漿炸裂ガール,niconico & VOCALOID,12+,12.9,DX
10193,セツナトリップ,niconico & VOCALOID,2,2.0,DX
10193,セツナトリップ,niconico & VOCALOID,7+,7.8,DX
10193,セツナトリップ,niconico & VOCALOID,10+,10.8,DX
10193,セツナトリップ,niconico & VOCALOID,13,13.4,DX
10202,Grip & Break down !!,东方Project,5,5.0,DX
10202,Grip & Break down !!,东方Project,7,7.0,DX
10202,Grip & Break down !!,东方Project,9,9.5,DX
10202,Grip & Break down !!,东方Project,13,13.4,DX
10204,ナイト・オブ・ナイツ,东方Project,5,5.0,DX
10204,ナイト・オブ・ナイツ,东方Project,7+,7.7,DX
10204,ナイト・オブ・ナイツ,东方Project,11+,11.8,DX
10204,ナイト・オブ・ナイツ,东方Project,13,13.5,DX
10225,sweet little sister,东方Project,5,5.0,DX
10225,sweet little sister,东方Project,7,7.2,DX
10225,sweet little sister,东方Project,10,10.0,DX
10225,sweet little sister,东方Project,13,13.4,DX
10235,火炎地獄,舞萌,4,4.0,DX
10235,火炎地獄,舞萌,7+,7.7,DX
10235,火炎地獄,舞萌,12,12.5,DX
10235,火炎地獄,舞萌,14,14.1,DX
10242,ナミダと流星,舞萌,4,4.0,DX
10242,ナミダと流星,舞萌,7,7.2,DX
10242,ナミダと流星,舞萌,11,11.0,DX
10242,ナミダと流星,舞萌,13,13.3,DX
10251,Monochrome Rainbow,舞萌,4,4.0,DX
10251,Monochrome Rainbow,舞萌,8,8.0,DX
10251,Monochrome Rainbow,舞萌,11,11.2,DX
10251,Monochrome Rainbow,舞萌,13,13.3,DX
10256,いーあるふぁんくらぶ,niconico & VOCALOID,2,2.0,DX
10256,いーあるふぁんくらぶ,niconico & VOCALOID,6,6.0,DX
10256,いーあるふぁんくらぶ,niconico & VOCALOID,8,8.2,DX
10256,いーあるふぁんくらぶ,niconico & VOCALOID,11,11.2,DX
10288,六兆年と一夜物語,niconico & VOCALOID,4,4.0,DX
10288,六兆年と一夜物語,niconico & VOCALOID,7+,7.8,DX
10288,六兆年と一夜物語,niconico & VOCALOID,9,9.4,DX
10288,六兆年と一夜物語,niconico & VOCALOID,13+,13.8,DX
10301,患部で止まってすぐ溶ける～狂気の優曇華院,东方Project,3,3.0,DX
10301,患部で止まってすぐ溶ける～狂気の優曇華院,东方Project,7+,7.7,DX
